Date_Time,Brand,Sales Rank,Market_Share,Market_Share_Percentage
01/02/2015,BRITAX,2823.6666666666665,28.422677369850078,96.48168261213573
01/02/2015,Diono,77432.5,1.0364661694594217,3.518317387864276
01/03/2015,Diono,26469.2,1.2412993214755261,19.43925347423013
01/03/2015,BRITAX,6387.0,5.144230468138406,80.56074652576987
01/04/2015,BRITAX,5667.0,3.873286552605791,74.18213224303686
01/04/2015,Diono,16282.91489361702,1.348033508559422,25.817867756963146
01/05/2015,Diono,18244.222222222223,1.2971077601432417,22.905403026070218
01/05/2015,BRITAX,5420.5,4.365782164416976,77.09459697392977
01/06/2015,Diono,10801.75,1.2173567554640066,17.85481162267499
01/06/2015,BRITAX,2347.8333333333335,5.600731170582806,82.14518837732501
01/07/2015,Diono,9969.420289855072,1.3104894677928158,23.69263358642293
01/07/2015,BRITAX,3095.4,4.220721163615388,76.30736641357707
01/08/2015,Diono,11060.009523809524,1.282166122305931,22.006986255296244
01/08/2015,BRITAX,3120.76,4.544011562507057,77.99301374470376
01/09/2015,BRITAX,1662.2142857142858,5.2687507214651585,81.02016867251
01/09/2015,Diono,7095.578431372549,1.2342605753415303,18.97983132749001
01/10/2015,BRITAX,1194.2622950819673,8.038418345512536,87.55974176738076
01/10/2015,Diono,8405.717647058824,1.142077374618911,12.440258232619259
01/11/2015,Diono,13172.414634146342,1.0949034574926821,8.667746625808466
01/11/2015,BRITAX,1250.1076923076923,11.537023902180886,91.33225337419152
01/12/2015,Diono,19693.904761904763,1.0553190945504738,5.2419306005296615
01/12/2015,BRITAX,1089.4489795918366,19.076940848834525,94.75806939947034
01/01/2016,Diono,17503.925925925927,1.0472141699428277,4.508549568748223
01/01/2016,BRITAX,826.4333333333333,22.18008219165804,95.49145043125178
01/02/2016,BRITAX,571.4166666666666,43.278310485635124,97.68937375609448
01/02/2016,Diono,24158.53125,1.0236527900124999,2.3106262439055207
01/03/2016,Diono,13662.475609756097,1.0312161114781848,3.027116346489046
01/03/2016,BRITAX,426.48936170212767,33.03473951900906,96.97288365351095
01/04/2016,Diono,12175.971830985916,1.042216000535188,4.050599924920507
01/04/2016,BRITAX,514.0208333333334,24.6877010451637,95.9494000750795
01/05/2016,Diono,9260.543859649122,2.268562794301581,5.5462413737089165
01/05/2016,COZY GREENS,11176.0,1.8797535124371831,4.5956703200995
01/05/2016,BRITAX,571.5813953488372,36.75438953392922,89.85808830619159
01/06/2016,COZY GREENS,30117.64285714286,2.6127833349053455,1.2842185135419462
01/06/2016,BRITAX,410.8529411764706,191.5305148320074,94.13985069848701
01/06/2016,So Peep,37227.125,2.1138047953951284,1.0389637808825476
01/06/2016,Diono,10935.254545454545,7.196071661311559,3.5369670070884935
01/07/2016,So Peep,17796.75,4.066183666493413,1.7206622455913683
01/07/2016,COZY GREENS,45791.125,1.5803248810040516,0.6687364815611799
01/07/2016,BRITAX,325.8125,222.10582518063813,93.98717304961654
01/07/2016,Diono,8451.166666666666,8.562705839430453,3.6234282232308983
01/08/2016,BRITAX,264.09090909090907,263.1797311023955,94.45864690765194
01/08/2016,COZY GREENS,26755.090909090908,2.5977625969312856,0.9323709651408021
01/08/2016,Diono,6366.44262295082,10.917144558968491,3.918305937983428
01/08/2016,So Peep,36117.75,1.9243550454037872,0.69067618922383
01/09/2016,So Peep,42395.71428571428,1.3643182534291722,0.44904283490426344
01/09/2016,BRITAX,203.35714285714286,284.43184269067467,93.61604644505671
01/09/2016,COZY GREENS,10652.333333333334,5.429913339847412,1.7871663545371896
01/09/2016,Diono,4589.8421052631575,12.602012343919531,4.147744365501831
01/10/2016,COZY GREENS,19642.0,3.682932831008384,2.9920748231836933
01/10/2016,So Peep,45135.0,1.602751006240538,1.3021011117087427
01/10/2016,Diono,6889.0,10.500822567377947,8.531039871820887
01/10/2016,BRITAX,674.1666666666666,107.30309023485786,87.17478419328667
01/11/2016,Diono,9188.72972972973,8.133398949359233,3.8658410785722683
01/11/2016,BRITAX,379.5,196.9317647687213,93.60255296202227
01/11/2016,COZY GREENS,20446.875,3.6551113424290866,1.7372908500241455
01/11/2016,So Peep,44720.5,1.6711710452640227,0.7943151093813229
01/12/2016,COZY GREENS,24409.8,3.282310890746847,2.549641636330165
01/12/2016,BRITAX,694.4,115.38097981127935,89.62592513607726
01/12/2016,Diono,9644.952380952382,8.306993048424046,6.452726769019734
01/12/2016,So Peep,45371.4,1.7658823042919631,1.3717064585728465
01/01/2017,BRITAX,444.125,162.6891912267299,90.99664215096685
01/01/2017,Diono,6860.140625,10.53248628610604,5.891115926694018
01/01/2017,COZY GREENS,17941.571428571428,4.0272022627019455,2.252527536742976
01/01/2017,So Peep,47008.5,1.537048343460681,0.8597143855961827
01/02/2017,BRITAX,210.85714285714286,376.69214092140913,95.97816024553377
01/02/2017,COZY GREENS,25138.285714285714,3.159651754864521,0.8050541264457622
01/02/2017,Diono,7268.085714285714,10.92835606152927,2.784458169814962
01/02/2017,So Peep,46811.0,1.696785554066962,0.43232745820551294
01/03/2017,So Peep,49346.22222222222,1.443569837666998,0.6203457827894021
01/03/2017,BRITAX,328.0,217.17901830125896,93.32841723214706
01/03/2017,Diono,8107.329113924051,8.786459387774185,3.775808336134978
01/03/2017,COZY GREENS,13453.166666666666,5.295014903763397,2.275428648928572
01/04/2017,COZY GREENS,18677.5,4.137848667019722,2.497227465960998
01/04/2017,Diono,6916.04347826087,11.174693843552168,6.744024403851098
01/04/2017,BRITAX,519.125,148.8748730619039,89.84727376929746
01/04/2017,So Peep,51172.0,1.5102921222203718,0.9114743608904584
